"ordem","pid","moradia_classe","moradia_zoneamento","lote_fachada","lote_area","rua_tipo","beco_tipo","lote_formato","terreno_contorno","utilidades","lote_config","terreno_declive","vizinhanca","condicao_1","condicao_2","moradia_tipo","moradia_estilo","geral_qualidade","geral_condicao","construcao_ano","remodelacao_ano","telhado_estilo","telhado_material","exterior_cobertura_1","exterior_cobertura_2","alvenaria_tipo","alvenaria_area","exterior_qualidade","exterior_condicao","fundacao_tipo","porao_qualidade","porao_condicao","porao_exposicao","porao_acabamento_1","porao_area_com_acabamento_1","porao_acabamento_2","porao_area_com_acabamento_2","porao_area_sem_acabamento","porao_area_total","porao_num_banheiros","porao_num_banheiros_lavabos","aquecimento_tipo","aquecimento_qualidade_condicao","ar_condicionado_central","sistema_eletrico_tipo","primeiro_andar_area","segundo_andar_area","acabamento_baixa_qualidade_area","acima_solo_area","acima_solo_num_banheiros","acima_solo_num_lavabos","acima_solo_num_quartos","acima_solo_num_cozinhas","cozinha_qualidade","acima_solo_num_comodos","funcional","total_num_lareiras","lareira_qualidade","garagem_tipo","garagem_ano_construcao","garagem_acabamento","garagem_capacidade_carros","garagem_area","garagem_qualidade","garagem_condicao","entrada_veiculo_pavimentada","deck_madeira_area","varanda_aberta_area","varanda_fechada_area","varanda_3ssn_area","varanda_com_tela_area","piscina_area","piscina_qualidade","cerca_qualidade","funcionalidades_diversas","funcionalidades_valor","venda_mes","venda_ano","venda_tipo","venda_condicao","venda_valor"
2054,"0905103110","020","Residencial baixa densidade",NA,11677,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","média","abaixo da média",1966,1966,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",442,"m\u00e9dia","média","bloco de concreto","média","média","exposição média","sala de recreação média",249,"alojamento abaixo da média",761,30,1040,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1040,0,0,1040,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1966,"acabamento grosseiro",1,264,"média","média","Y",0,90,0,0,0,0,NA,"mínima privacidade",NA,0,2,2007,"WD ","venda normal",123000
2055,"0905104030","salão de entrada dividido (split foyer)","Residencial baixa densidade",70,8400,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","hall de entrada dividido (split foyer)","acima da média","média",1966,1966,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","exposição boa","baixa qualidade",187,"sala de recreação média",627,0,814,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",913,0,0,913,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"garagem não anexada à casa",1990,"não terminada",1,240,"média","média","Y",0,0,252,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",129000
2056,"0905104090","020","Residencial baixa densidade",99,7094,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","média","média",1966,1966,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",180,"baixa qualidade",374,340,894,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",894,0,0,894,1,0,3,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1966,"acabamento grosseiro",1,384,"média","média","Y",0,0,0,0,0,0,NA,"mínima privacidade",NA,0,5,2007,"WD ","venda normal",125000
2057,"0905104170","020","Residencial baixa densidade",NA,8978,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Sawyer","normal","normal","família única","um andar","média","média",1968,1968,"duas águas","telha padrão (composto)","madeirra compensada","madeirra compensada","nenhum",0,"m\u00e9dia","média","concreto derrramado","média","média","No","não finalizado",0,"não finalizado",0,948,948,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",948,0,0,948,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1968,"não terminada",1,300,"média","média","Y",147,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda entre membros de família",108000
2058,"0905104240","conversão para 2 famílias - todos os estilos e idades","Residencial baixa densidade",70,8425,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","fachada em três lados da propriedade","declive leve","Sawyer","adjacente a rua alimentadora","normal","conversão para 2 famílias","um andar","média","acima da média",1971,1990,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","bloco de concreto","boa","média","exposição média","alojamento bom",748,"não finalizado",0,20,768,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",868,0,0,868,1,0,2,1,"média",6,"funcionalidade típica",0,NA,"garagem não anexada à casa",1989,"não terminada",2,576,"média","média","Y",138,0,0,0,0,0,NA,"boa privacidade",NA,0,5,2007,"WD ","venda normal",119900
2059,"0905105040","020","Residencial baixa densidade",86,8665,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","média","média",1968,1968,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",89,"m\u00e9dia","média","bloco de concreto","média","média","exposição mínima","sala de recreação média",168,"alojamento abaixo da média",288,420,876,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",897,0,0,897,1,0,3,1,"média",5,"funcionalidade típica",0,NA,"anexada à casa",1968,"acabamento grosseiro",1,264,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD ","venda normal",115000
2060,"0905105170","020","Residencial baixa densidade",NA,8398,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","média","média",1967,1967,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",323,"m\u00e9dia","boa","bloco de concreto","média","média","No","baixa qualidade",114,"alojamento abaixo da média",529,300,943,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",943,0,0,943,1,0,2,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1972,"não terminada",2,528,"média","média","Y",132,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",134500
2061,"0905105260","020","Residencial baixa densidade",66,7742,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","média","boa",1966,1966,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",763,"não finalizado",0,192,955,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",955,0,0,955,1,0,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1966,"não terminada",1,386,"média","média","Y",0,0,0,0,0,0,NA,"mínima privacidade",NA,0,1,2007,"WD ","venda normal",127000
2062,"0905106150","020","Residencial baixa densidade",109,8724,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","média","média",1968,1968,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","média","bloco de concreto","boa","média","No","alojamento abaixo da média",492,"não finalizado",0,402,894,0,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",894,0,0,894,1,0,3,1,"média",5,"funcionalidade típica",1,"ruim","anexada à casa",1968,"terminada",2,450,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",129000
2063,"0905107140","020","Residencial baixa densidade",71,8197,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","acima da média","média",1977,1977,"duas águas","telha padrão (composto)","madeirra compensada","madeirra compensada","face de tijolo",148,"m\u00e9dia","média","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,660,660,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1285,0,0,1285,1,1,3,1,"média",7,"funcionalidade típica",1,"média","anexada à casa",1977,"acabamento grosseiro",2,528,"média","média","Y",138,0,0,0,0,0,NA,"mínima privacidade",NA,0,4,2007,"WD ","venda normal",143500
2064,"0905200010","020","Residencial baixa densidade",NA,8169,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Sawyer","adjacente a rua alimentadora","normal","família única","um andar","média","boa",1966,1966,"duas águas","telha padrão (composto)","madeirra compensada","madeirra compensada","nenhum",0,"m\u00e9dia","boa","bloco de concreto","média","média","No","sala de recreação média",216,"alojamento médio",435,261,912,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",912,0,0,912,1,0,3,1,"boa",6,"funcionalidade típica",0,NA,"garagem não anexada à casa",1966,"não terminada",1,315,"média","média","Y",204,0,0,0,0,0,NA,"mínima privacidade",NA,0,7,2007,"WD ","venda normal",129000
2065,"0905201080","020","Residencial baixa densidade",81,14175,"pavimentada",NA,"regular","bancada","todas as utilidades p\u00fablicas","lote interno","declive moderado","Sawyer","próximo a recurso positivo","normal","família única","um andar","média","média",1956,1998,"quadril","telha padrão (composto)","face de tijolo","face de tijolo","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",386,"alojamento médio",522,332,1240,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1375,0,0,1375,1,0,3,1,"média",6,"funcionalidade típica",1,"boa","anexada à casa",1956,"não terminada",1,323,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,12,2007,"WD ","venda normal",187000
2066,"0905225020","060","Residencial baixa densidade",99,16779,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","adjacente a rua alimentadora","normal","família única","dois andares","média","abaixo da média",1920,1996,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","face de tijolo",356,"m\u00e9dia","regular","bloco de concreto","boa","média","No","alojamento abaixo da média",267,"não finalizado",0,404,671,0,0,"forno de ar quente a gás","regular","Y","disjuntores padrão e Romex",1567,1087,0,2654,3,0,4,1,"média",11,"deduções moderadas",1,"boa","anexada à casa",1946,"não terminada",2,638,"média","média","Y",128,570,0,0,0,0,NA,NA,"galpão",500,5,2007,"WD ","venda normal",158000
2067,"0905226050","030","Residencial baixa densidade",NA,25339,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","média","boa",1918,2007,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","boa","tijolo e telha","média","média","No","não finalizado",0,"não finalizado",0,816,816,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1416,0,0,1416,2,0,3,1,"boa",7,"funcionalidade típica",0,NA,"anexada à casa",2007,"não terminada",2,576,"média","média","N",0,0,112,0,0,0,NA,NA,NA,0,8,2007,"WD ","venda normal",112000
2068,"0905226080","050","Residencial baixa densidade",70,6960,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar e meio (segundo nível terminado)","boa","muito boa",1940,1998,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","tijolo e telha","média","média","No","alojamento médio",258,"não finalizado",0,422,680,0,0,"forno de ar quente a gás","excelente","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",798,504,0,1302,1,1,2,1,"boa",6,"funcionalidade típica",2,"boa","anexada à casa",1940,"não terminada",1,224,"média","média","Y",0,0,0,0,126,0,NA,"mínima privacidade",NA,0,7,2007,"WD ","venda normal",165250
2069,"0905226130","020","Residencial baixa densidade",91,11375,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","acima da média","média",1954,1995,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","sala de recreação média",736,"não finalizado",0,231,967,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1299,0,0,1299,1,0,3,1,"boa",6,"funcionalidade típica",1,"média","anexada à casa",1954,"não terminada",2,494,"média","média","Y",81,0,280,0,0,0,NA,NA,NA,0,10,2007,"WD ","venda normal",150000
2070,"0905226170","020","Residencial baixa densidade",85,13770,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Sawyer","adjacente a rua alimentadora","normal","família única","um andar","média","acima da média",1958,1998,"duas águas","telha padrão (composto)","madeirra compensada","madeirra compensada","face de tijolo",340,"m\u00e9dia","média","bloco de concreto","média","média","exposição mínima","sala de recreação média",190,"alojamento abaixo da média",873,95,1158,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1176,0,0,1176,1,0,3,1,"média",6,"funcionalidade típica",2,"boa","anexada à casa",1958,"não terminada",1,303,"média","média","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2007,"escritura de garantia (empréstimo VA)","venda normal",137000
2071,"0905228020","020","Residencial baixa densidade",NA,9000,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Sawyer","normal","normal","família única","um andar","abaixo da média","boa",1945,1950,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"regular","média","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de ar quente a gás","média","N","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",998,0,0,998,1,0,3,1,"média",5,"deduções menores 2",0,NA,"mais do que 1 tipo de garagem",1952,"não terminada",2,460,"regular","média","Y",0,0,140,0,0,0,NA,NA,NA,0,5,2007,"WD ","venda normal",89500
2072,"0905301050","020","Residencial baixa densidade",NA,115149,"pavimentada",NA,"moderadamente irregular","depressão","todas as utilidades p\u00fablicas","rua sem saída","declive severo","Clear Creek","normal","normal","família única","um andar","boa","média",1971,2002,"duas águas","telha padrão (composto)","madeirra compensada","madeirra compensada","pedra",351,"m\u00e9dia","média","bloco de concreto","boa","média","exposição boa","alojamento bom",1219,"não finalizado",0,424,1643,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1824,0,0,1824,2,0,2,1,"boa",5,"funcionalidade típica",2,"média","anexada à casa",1971,"não terminada",2,739,"média","média","Y",380,48,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","venda normal",302000
2073,"0905352010","020","Residencial baixa densidade",NA,11075,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Clear Creek","normal","normal","família única","um andar","acima da média","média",1984,1984,"quadril","telha padrão (composto)","tapume de madeira","tapume de madeira","face de tijolo",136,"m\u00e9dia","média","concreto derrramado","boa","média","No","alojamento abaixo da média",299,"baixa qualidade",891,0,1190,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1522,0,0,1522,2,0,3,1,"média",7,"funcionalidade típica",1,"média","anexada à casa",1984,"terminada",2,552,"média","média","Y",0,77,0,0,168,0,NA,"boa privacidade",NA,0,2,2007,"WD ","venda normal",182000
